Animal ID,Name,Outcome Date,Outcome Time,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Days upon Outcome
A658404,*Peeta,12/26/13,4:57PM,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby,240
A608328,Raven,12/26/13,5:00PM,Return to Owner,,Dog,Neutered Male,5 years,Miniature Poodle,Black,1825
A669453,Asher,12/26/13,5:00PM,Adoption,,Dog,Neutered Male,1 year,Jack Russell Terrier Mix,Tricolor,365
A669709,Porkchop,12/26/13,5:31PM,Return to Owner,,Dog,Intact Female,2 years,Australian Cattle Dog Mix,Blue Merle/White,730
A669504,Chester,12/26/13,5:38PM,Adoption,,Cat,Neutered Male,6 months,Siamese Mix,Lynx Point,180
A669707,Zooley,12/26/13,5:45PM,Return to Owner,,Dog,Intact Female,1 year,Yorkshire Terrier Mix,Brown/Black,365
A669509,Duke,12/26/13,5:48PM,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Tan/Black,365
A659205,*Jerry,12/26/13,5:56PM,Adoption,,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Black/White,270
A665474,*Molly,12/26/13,5:56PM,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,90
A669539,Bootsy,12/26/13,6:05PM,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,365
A669726,Marina,12/26/13,6:10PM,Return to Owner,,Dog,Spayed Female,1 year,Siberian Husky Mix,Brown/White,365
A669490,,12/26/13,6:13PM,Adoption,,Dog,Spayed Female,3 years,Chihuahua Longhair Mix,Black/Tan,1095
A667955,*Pollie,12/26/13,6:22PM,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/White,730
A668282,Maddie,12/26/13,6:24PM,Adoption,,Dog,Spayed Female,10 months,Labrador Retriever/Greyhound,Black/White,300
A669607,Lucy,12/26/13,6:26PM,Adoption,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Black/White,365
A669472,Alfred,12/26/13,6:35PM,Adoption,,Dog,Neutered Male,4 years,Border Terrier/Affenpinscher,Tan/Gray,1460
A475943,Rosie,12/26/13,6:42PM,Return to Owner,,Dog,Spayed Female,13 years,Miniature Poodle,White,4745
A669469,Blacky,12/26/13,7:04PM,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White,60
A667889,*Dreyfus,12/26/13,7:06PM,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog/Belgian Malinois,Blue Merle/Tan,365
A669711,Napoleon,12/26/13,7:26PM,Euthanasia,Suffering,Dog,Intact Male,17 years,Chihuahua Shorthair Mix,Brown,6205
A669772,,12/26/13,10:12PM,Relocate,,Other,Unknown,1 year,Raccoon Mix,Brown,365
A669531,,12/26/13,10:14AM,Transfer,Partner,Other,Unknown,4 months,Rabbit Sh Mix,White/Black,120
A668912,Bella,12/27/13,11:04AM,Euthanasia,Aggressive,Dog,Spayed Female,3 years,Chow Chow/English Cocker Spaniel,Brown,1095
A669728,Mellow,12/27/13,11:13AM,Euthanasia,Suffering,Cat,Spayed Female,13 years,Domestic Longhair Mix,Black,4745
A668591,*Primo,12/27/13,11:21AM,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan/White,730
A669746,Nickles,12/27/13,11:40AM,Return to Owner,,Dog,Neutered Male,8 years,English Springer Spaniel Mix,Liver/White,2920
A667288,Bailey,12/27/13,12:13PM,Adoption,,Dog,Spayed Female,2 years,Border Collie Mix,Black/White,730
A669549,Thomas,12/27/13,12:29PM,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White,730
A669747,Tuck,12/27/13,12:45PM,Return to Owner,,Dog,Intact Male,3 years,Chihuahua Shorthair/Dachshund,Tan,1095
A668707,,12/27/13,12:54PM,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,730
A667149,*Wendy,12/27/13,12:55PM,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan,365
A666154,Gizmo,12/27/13,1:15PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,365
A667245,*Rosco,12/27/13,1:19PM,Adoption,,Dog,Neutered Male,8 months,Boston Terrier/Pointer,White/Black,240
A667145,*Aqua,12/27/13,1:54PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,365
A667160,*Tiny Tim,12/27/13,1:58PM,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black,90
A669017,*Abby,12/27/13,2:03PM,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan,365
A661614,Biscuit,12/27/13,2:28PM,Adoption,Foster,Dog,Spayed Female,5 months,Chihuahua Shorthair Mix,White,150
A654493,Suzi,12/27/13,2:51PM,Adoption,,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Calico,4745
A668708,Bob,12/27/13,3:12PM,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby/White,1825
A669416,Espana,12/27/13,3:31PM,Euthanasia,Aggressive,Dog,Spayed Female,1 year,Canaan Dog/Pit Bull,Tan/White,365
A663901,Pandora,12/27/13,3:43PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,365
A669794,Nikita,12/27/13,3:46PM,Return to Owner,,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Tan,365
A668777,*Shadow,12/27/13,3:48PM,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue/White,730
A667874,*Trinity,12/27/13,3:49PM,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Medium Hair Mix,Tortie,1825
A667529,*Christmas,12/27/13,3:49PM,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie,730
A667530,*Callie,12/27/13,3:49PM,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico,730
A668206,*Ciara,12/27/13,3:49PM,Transfer,Partner,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Calico,240
A661550,Candy,12/27/13,3:49PM,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby/White,1095
A634608,Silver,12/27/13,3:49PM,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby,1095
A666812,Gwen,12/27/13,3:49PM,Transfer,Partner,Cat,Spayed Female,11 months,Siamese/Domestic Shorthair,Black,330
A666813,Tj,12/27/13,3:49PM,Transfer,Partner,Cat,Spayed Female,11 months,Siamese/Domestic Shorthair,Black,330
A665666,*Teddy,12/27/13,3:49PM,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,365
A667619,*Zoe,12/27/13,3:50PM,Transfer,Partner,Cat,Intact Female,4 months,Domestic Shorthair Mix,Tortie,120
A669162,*Atticus,12/27/13,3:50PM,Transfer,Partner,Cat,Neutered Male,10 years,Siamese Mix,Lynx Point,3650
A668779,Logan,12/27/13,4:06PM,Transfer,Partner,Dog,Neutered Male,5 years,Chihuahua Shorthair,Tan/White,1825
A667967,Luther,12/27/13,4:06PM,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tan/White,1460
A669796,,12/27/13,4:36PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Black/Brown,365
A669064,,12/27/13,4:44PM,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/German Shepherd,Black/Brown,730
A669482,Truman,12/27/13,4:46PM,Adoption,,Dog,Neutered Male,5 years,Pug/Chihuahua Shorthair,Brown/Black,1825
A633402,Canela,12/27/13,4:52PM,Return to Owner,,Dog,Spayed Female,8 years,Pit Bull Mix,Red,2920
A669646,Beagle,12/27/13,4:54PM,Euthanasia,Aggressive,Dog,Intact Female,1 year,Pointer/Collie Smooth,Tan/White,365
A669645,Cookie,12/27/13,4:55PM,Euthanasia,Aggressive,Dog,Intact Female,5 months,Plott Hound/Australian Cattle Dog,Black Brindle/Blue Tick,150
A668960,*Gigi,12/27/13,4:56PM,Adoption,,Dog,Spayed Female,6 months,Pit Bull Mix,Blue/White,180
A234161,Midnight,12/27/13,5:02PM,Return to Owner,,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black/White,4380
A665959,*Moomoo,12/27/13,5:38PM,Return to Owner,,Dog,Spayed Female,15 years,Siberian Husky Mix,Black/White,5475
A668635,Ember,12/27/13,5:45PM,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Red,365
A668675,*Bert,12/27/13,5:49PM,Euthanasia,Aggressive,Dog,Neutered Male,8 months,Labrador Retriever Mix,Brown/White,240
A668674,*Ernie,12/27/13,5:50PM,Euthanasia,Aggressive,Dog,Neutered Male,8 months,Labrador Retriever Mix,Brown/White,240
A669512,Milo,12/27/13,5:51PM,Adoption,,Cat,Neutered Male,4 months,Siamese,Seal Point,120
A668314,Duke,12/27/13,6:01PM,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Chocolate/White,365
A609335,*Churley,12/27/13,6:15PM,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,White/Tan,1460
A665175,*Stan,12/27/13,6:24PM,Euthanasia,Behavior,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White,365
A668384,*Juneau,12/27/13,6:55PM,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Brown/Black,365
A669820,,12/27/13,6:57PM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat Mix,Brown,365
A668719,*Ice,12/27/13,7:08PM,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Tortie,2190
A642081,Cachito,12/27/13,7:11PM,Transfer,Partner,Dog,Neutered Male,9 years,Pit Bull,Brown/White,3285
A663580,*Natasha,12/27/13,7:38PM,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie,120
A663581,*Behemoth,12/27/13,7:38PM,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue,120
A663582,*Korovyov,12/27/13,7:38PM,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,120
A666588,*Milton,12/28/13,9:24AM,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60
A669827,,12/28/13,11:11AM,Euthanasia,Rabies Risk,Other,Unknown,1 year,Fox Mix,Red/Black,365
A656249,*Herb,12/28/13,11:59AM,Adoption,Foster,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black/White,210
A656250,*Dorothy,12/28/13,12:01PM,Adoption,Foster,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Black/White,210
A669418,Bongo,12/28/13,12:03PM,Adoption,,Cat,Spayed Female,9 months,Domestic Shorthair Mix,Tortie,270
A669505,*Sebastian,12/28/13,12:05PM,Transfer,Partner,Dog,Neutered Male,8 years,Bichon Frise,White,2920
A662264,Captain,12/28/13,12:05PM,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Black Brindle/White,730
A668058,*Chip,12/28/13,12:40PM,Adoption,,Dog,Neutered Male,9 months,Pit Bull Mix,Tan,270
A668364,Patience,12/28/13,12:50PM,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black,730
A577042,Reese,12/28/13,1:16PM,Adoption,,Dog,Spayed Female,6 years,Labrador Retriever/Catahoula,Buff/White,2190
A668657,*Alice,12/28/13,1:22PM,Adoption,,Dog,Spayed Female,5 months,Pit Bull Mix,Chocolate/White,150
A667950,Shy-Anne,12/28/13,1:46PM,Adoption,,Dog,Spayed Female,9 years,Australian Cattle Dog Mix,Blue Tick,3285
A669834,,12/28/13,2:06PM,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd Mix,Black/Cream,60
A669829,,12/28/13,2:07PM,Transfer,Partner,Dog,Intact Male,2 months,Leonberger Mix,Tan/White,60
A669830,,12/28/13,2:07PM,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd Mix,Cream/Black,60
A669831,,12/28/13,2:07PM,Transfer,Partner,Dog,Intact Male,2 months,German Shepherd Mix,Cream,60
A669832,,12/28/13,2:07PM,Transfer,Partner,Dog,Intact Male,2 months,German Shepherd Mix,Black/Tan,60
A669833,,12/28/13,2:07PM,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd Mix,Black/Red,60
A664720,Delilah,12/28/13,2:08PM,Adoption,,Dog,Spayed Female,6 years,Border Collie/Parson Russell Terrier,Brown Brindle/White,2190
A658216,Appie,12/28/13,2:19PM,Return to Owner,,Dog,Neutered Male,3 years,Belgian Malinois Mix,Sable,1095
A669052,Fatboy,12/28/13,2:22PM,Return to Owner,,Dog,Neutered Male,5 years,Boxer Mix,Brown/White,1825
A669590,Waffle,12/28/13,2:31PM,Adoption,,Cat,Spayed Female,1 year,Domestic Longhair Mix,Orange Tabby/White,365
A669598,Mugen,12/28/13,2:37PM,Adoption,,Cat,Intact Male,6 months,Domestic Shorthair Mix,Black,180
A669503,Rio,12/28/13,2:52PM,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White,730
A665980,*Sunny,12/28/13,2:56PM,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever/Chinese Sharpei,Yellow,730
A667346,Blackie,12/28/13,3:10PM,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,365
A662326,*June,12/28/13,3:18PM,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black,150
A669828,,12/28/13,3:18PM,Transfer,Partner,Dog,Intact Male,2 months,Leonberger Mix,Tan/White,60
A669131,Lucky,12/28/13,3:26PM,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black/White,730
A668786,Will Jr.,12/28/13,3:35PM,Adoption,,Cat,Intact Male,5 months,Domestic Medium Hair,Brown Tabby/White,150
A667372,*Jake,12/28/13,3:43PM,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown,365
A668141,Lucky,12/28/13,3:45PM,Return to Owner,,Dog,Intact Male,3 years,German Shepherd/Labrador Retriever,Brown,1095
A668880,*Seamus,12/28/13,3:55PM,Transfer,Partner,Dog,Neutered Male,2 years,Irish Terrier/Irish Wolfhound,Red/White,730
A669494,Charli,12/28/13,4:09PM,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White,365
A669540,Snookie,12/28/13,4:17PM,Return to Owner,,Dog,Spayed Female,4 years,Yorkshire Terrier Mix,Blue/Tan,1460
A669137,*Minnie,12/28/13,4:17PM,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie,60
A669591,,12/28/13,4:21PM,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White,365
A669567,,12/28/13,4:21PM,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,730
A669800,,12/28/13,4:22PM,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Black,730
A669792,,12/28/13,4:22PM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby/White,365
A669791,,12/28/13,4:22PM,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie,365
A669799,,12/28/13,4:23PM,Transfer,SCRP,Cat,Unknown,2 years,Manx/Domestic Shorthair,Black/White,730
A665993,Elvis,12/28/13,4:32PM,Adoption,,Dog,Neutered Male,7 months,German Shepherd Mix,Black,210
A667538,Goldie,12/28/13,4:35PM,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Dachshund,Brown/White,365
A667812,Kanga,12/28/13,4:52PM,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White,365
A282897,Toby,12/28/13,5:05PM,Adoption,,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black Smoke/White,4380
A662378,*Flower,12/28/13,5:08PM,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue Tabby,120
A669405,*Priscilla,12/28/13,5:11PM,Adoption,,Dog,Spayed Female,4 months,Collie Smooth/Jack Russell Terrier,Tricolor,120
A669795,Roxi,12/28/13,5:14PM,Return to Owner,,Dog,Spayed Female,2 years,Rottweiler Mix,Black/Tan,730
A666160,*Ivan,12/28/13,5:16PM,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Blue,90
A669341,Heidi,12/28/13,5:28PM,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Brown/Black,365
A668455,*Ricky,12/28/13,5:30PM,Adoption,,Dog,Neutered Male,10 months,Dachshund Mix,Black/Tan,300
A668952,Coal,12/28/13,5:38PM,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White,730
A669511,,12/28/13,5:44PM,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby,120
A668741,Skye,12/28/13,5:47PM,Adoption,Foster,Dog,Spayed Female,2 months,Jack Russell Terrier Mix,White/Buff,60
A669404,*Pongo,12/28/13,6:12PM,Transfer,Partner,Dog,Intact Male,4 months,Collie Smooth Mix,Tricolor,120
A669546,Kiara,12/28/13,6:12PM,Transfer,Partner,Dog,Intact Female,3 years,Manchester Terrier/Chihuahua Shorthair,Tricolor/White,1095
A669547,Sarsa,12/28/13,6:12PM,Transfer,Partner,Dog,Intact Female,8 months,Manchester Terrier/Chihuahua Shorthair,Brown/White,240
A669548,Paloma,12/28/13,6:12PM,Transfer,Partner,Dog,Intact Female,8 months,Manchester Terrier/Chihuahua Shorthair,Tan,240
A612291,Dakota,12/28/13,6:15PM,Adoption,,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,Blue Merle/Tan,2190
A665219,Sox,12/28/13,6:21PM,Adoption,Foster,Dog,Neutered Male,3 months,Australian Shepherd Mix,Tricolor,90
A669649,Lola,12/28/13,6:28PM,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Border Collie,Black,365
A668737,Harley,12/28/13,6:31PM,Adoption,Foster,Dog,Neutered Male,2 months,Jack Russell Terrier Mix,Brown/White,60
A668738,Davidson,12/28/13,6:34PM,Adoption,Foster,Dog,Neutered Male,2 months,Jack Russell Terrier Mix,Tan/White,60
A669724,Lee,12/28/13,6:40PM,Return to Owner,,Dog,Neutered Male,10 years,Pekingese Mix,White/Tan,3650
A591059,Ally,12/28/13,6:44PM,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair,Black,1460
A669583,Percy,12/28/13,6:52PM,Adoption,,Dog,Neutered Male,2 years,Cardigan Welsh Corgi Mix,Chocolate/Tan,730
A669584,Pepper,12/28/13,6:54PM,Adoption,,Dog,Spayed Female,2 years,Cardigan Welsh Corgi Mix,Tan,730
A668882,Jerbyz,12/28/13,6:57PM,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White,730
A669864,,12/29/13,1:15AM,Euthanasia,Suffering,Other,Unknown,4 weeks,Raccoon,Brown/Black,28
A669872,Rocky,12/29/13,11:31AM,Return to Owner,,Dog,Neutered Male,4 years,Labrador Retriever,Buff/Tan,1460
A669803,Lacy,12/29/13,11:33AM,Return to Owner,,Dog,Spayed Female,9 years,Cocker Spaniel,Buff,3285
A669868,,12/29/13,11:42AM,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Bat,Black/Brown,28
A642946,Pico,12/29/13,12:24PM,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,365
A654090,Mamma Mia,12/29/13,12:28PM,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Orange Tabby/White,730
A669202,,12/29/13,12:58PM,Adoption,,Dog,Spayed Female,1 year,Maltese Mix,White/Brown,365
A663603,*Vince,12/29/13,1:00PM,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,White/Brown,365
A591221,Kila,12/29/13,1:14PM,Return to Owner,,Dog,Spayed Female,7 years,Pit Bull Mix,Black/White,2555
A626646,*Latte,12/29/13,1:15PM,Transfer,Partner,Dog,Spayed Female,7 years,Staffordshire Mix,Chocolate/White,2555
A668776,,12/29/13,1:37PM,Adoption,Foster,Dog,Spayed Female,1 month,Australian Shepherd Mix,Brown/White,30
A669415,,12/29/13,1:39PM,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/White,365
A669366,,12/29/13,1:44PM,Adoption,,Dog,Neutered Male,6 months,Parson Russell Terrier Mix,White/Tan,180
A669699,,12/29/13,1:55PM,Transfer,Partner,Cat,Intact Male,2 years,Domestic Shorthair Mix,Black,730
A669719,,12/29/13,1:59PM,Transfer,Partner,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Orange Tabby,300
A669720,,12/29/13,1:59PM,Transfer,Partner,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Tortie,300
A669471,,12/29/13,2:02PM,Transfer,Partner,Cat,Neutered Male,3 years,Himalayan Mix,Black/Black Smoke,1095
A669655,,12/29/13,2:04PM,Transfer,Partner,Dog,Intact Female,1 year,Siberian Husky Mix,Black/White,365
A667146,*Neeko,12/29/13,2:13PM,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,365
A669170,Calderono,12/29/13,2:21PM,Adoption,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Tricolor,2555
A666786,*Andie,12/29/13,2:33PM,Transfer,Partner,Dog,Spayed Female,2 years,Australian Kelpie/Chinese Sharpei,Black/Tan,730
A641846,*Daisy,12/29/13,2:34PM,Return to Owner,,Dog,Spayed Female,4 years,Labrador Retriever/Border Collie,Brown,1460
A669884,,12/29/13,2:38PM,Euthanasia,Suffering,Cat,Unknown,6 months,Domestic Shorthair Mix,Black,180
A668381,*Garcia,12/29/13,3:18PM,Transfer,Partner,Dog,Neutered Male,2 years,Chinese Sharpei Mix,Black,730
A669084,Coop,12/29/13,3:32PM,Return to Owner,,Dog,Intact Male,10 months,Catahoula/Pointer,Black/White,300
A665675,*O. Henry,12/29/13,3:38PM,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,365
A666138,Bella,12/29/13,3:39PM,Adoption,,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby,730
A660279,*Indigo,12/29/13,3:59PM,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,365
A669652,,12/29/13,4:06PM,Transfer,Partner,Dog,Intact Male,4 years,Chihuahua Shorthair Mix,Tan,1460
A596317,Jenny,12/29/13,4:46PM,Adoption,,Dog,Spayed Female,3 years,American Staffordshire Terrier Mix,Black/White,1095
A616295,Baby,12/29/13,4:51PM,Euthanasia,Behavior,Dog,Spayed Female,6 years,Pit Bull Mix,White/Tan,2190
A612711,Ebenezer,12/29/13,5:12PM,Return to Owner,,Dog,Neutered Male,4 years,Dachshund,Black/Brown,1460
A669596,,12/29/13,5:27PM,Adoption,,Cat,Intact Female,6 months,Domestic Shorthair Mix,Blue,180
A638621,Betty,12/29/13,5:33PM,Adoption,,Dog,Spayed Female,4 years,Pit Bull Mix,Fawn/White,1460
A669663,Roxy,12/29/13,5:51PM,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Chocolate/White,365
A669806,Manchas,12/29/13,5:58PM,Return to Owner,,Dog,Neutered Male,1 year,Rat Terrier Mix,Tricolor,365
A669848,,12/29/13,6:12PM,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby/White,90
A669849,,12/29/13,6:13PM,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,90
A669813,Grayc,12/29/13,6:17PM,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,60
A668742,,12/29/13,6:29PM,Adoption,Foster,Dog,Spayed Female,2 months,Jack Russell Terrier Mix,White/Buff,60
A669880,,12/29/13,6:30PM,Euthanasia,Suffering,Cat,Intact Female,10 years,Domestic Longhair Mix,Calico,3650
A668766,Odin,12/29/13,6:33PM,Adoption,,Dog,Neutered Male,1 year,Newfoundland/Queensland Heeler,Black/White,365
A669846,,12/29/13,6:36PM,Adoption,,Cat,Neutered Male,3 months,Siamese Mix,Lynx Point,90
A669152,Sandy,12/29/13,6:59PM,Adoption,,Dog,Spayed Female,5 years,American Bulldog Mix,White/Yellow Brindle,1825
A669847,,12/29/13,7:02PM,Adoption,,Cat,Neutered Male,3 months,Snowshoe Mix,White/Brown,90
A669585,Juice,12/30/13,7:44AM,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,365
A669766,,12/30/13,8:09AM,Died,In Surgery,Dog,Spayed Female,2 months,Labrador Retriever Mix,Chocolate,60
A668970,Suki,12/30/13,10:14AM,Transfer,Partner,Dog,Intact Female,4 years,Mastiff Mix,Red/Black,1460
A660628,Chief,12/30/13,11:21AM,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black/White,150
A496561,Tynan,12/30/13,11:23AM,Return to Owner,,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black/White,2190
A669470,*Rudy,12/30/13,11:37AM,Transfer,Partner,Dog,Neutered Male,11 months,German Pinscher Mix,Brown,330
A587085,Petey,12/30/13,11:59AM,Return to Owner,,Dog,Neutered Male,8 years,Miniature Schnauzer/Miniature Poodle,White/Gray,2920
A665326,*Sampson,12/30/13,12:06PM,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown Brindle,365
A669789,Hawkeye,12/30/13,12:22PM,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow,730
A669788,Stella,12/30/13,12:22PM,Return to Owner,,Dog,Spayed Female,3 years,Great Dane,Black/White,1095
A668739,,12/30/13,12:29PM,Adoption,Foster,Dog,Neutered Male,2 months,Jack Russell Terrier Mix,Sable/White,60
A668740,,12/30/13,12:29PM,Adoption,Foster,Dog,Spayed Female,2 months,Jack Russell Terrier Mix,Tricolor,60
A669851,*Martty,12/30/13,12:31PM,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby,180
